	len(train_dataset)  = 12118359
	len(valid_dataset)  = 252934
	len(train_loader)   = 189349
	len(valid_loadernum_iters)   = 3953
	batch_size  = 64
	iter_accum  = 4
	batch_size*iter_accum  = 256
	loading @ initial_checkpoint = ./latest/resnet/latest.pth
=> loaded checkpoint './latest/resnet/latest.pth' (epoch: 5.961467225059103, iter: 282200.0, best_train_acc: 0.72015625, best_valid_acc: 0.6940684713375797)** start training here! **
	optimizer=<torch.optim.sgd.SGD object at 0x7fa75da4d7b8>
   rate   iter   epoch  | valid_loss/acc | train_loss/acc | batch_loss/acc | total time | avg iter time | i j |
----------------------------------------------------------------------------------------------------------------
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2692  0.7107 | 1.2652  0.7344 |   350 min |  1.21 s | 286190,13160 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2681  0.7111 | 1.3360  0.6875 |   350 min |  1.21 s | 286195,13180 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2656  0.7107 | 1.0476  0.7031 |   351 min |  1.21 s | 286200,13200 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2430  0.7286 | 1.2634  0.7188 |   351 min |  1.21 s | 286205,13220 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2504  0.7192 | 1.4018  0.6406 |   352 min |  1.21 s | 286210,13240 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2716  0.7137 | 1.6001  0.7188 |   352 min |  1.21 s | 286215,13260 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2628  0.7114 | 1.4712  0.6719 |   353 min |  1.21 s | 286220,13280 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2529  0.7126 | 0.8927  0.7656 |   353 min |  1.21 s | 286225,13300 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2705  0.7089 | 1.2634  0.6406 |   354 min |  1.21 s | 286230,13320 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2616  0.7116 | 1.3091  0.7344 |   354 min |  1.21 s | 286235,13340 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2655  0.7104 | 1.6868  0.6250 |   355 min |  1.21 s | 286240,13360 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2528  0.7130 | 1.3975  0.6875 |   355 min |  1.21 s | 286245,13380 
0.0005  286.2 k   6.05  | 1.3720  0.6876 | 1.2574  0.7119 | 1.6513  0.6875 |   356 min |  1.21 s | 286250,13400 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2549  0.7081 | 1.4726  0.7188 |   356 min |  1.21 s | 286255,13420 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2110  0.7075 | 0.9707  0.7500 |   357 min |  1.21 s | 286260,13440 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2507  0.6997 | 1.1086  0.6719 |   358 min |  1.21 s | 286265,13460 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2566  0.7047 | 1.6510  0.6719 |   358 min |  1.21 s | 286270,13480 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2754  0.7047 | 1.8088  0.6406 |   359 min |  1.21 s | 286275,13500 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2773  0.7046 | 1.0694  0.7344 |   359 min |  1.21 s | 286280,13520 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2700  0.7059 | 1.3174  0.6875 |   360 min |  1.21 s | 286285,13540 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2820  0.7053 | 1.1773  0.7344 |   360 min |  1.21 s | 286290,13560 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2724  0.7076 | 1.3085  0.6562 |   361 min |  1.21 s | 286295,13580 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2723  0.7070 | 1.5926  0.6875 |   361 min |  1.21 s | 286300,13600 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2169  0.7105 | 1.0911  0.7344 |   362 min |  1.21 s | 286305,13620 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2572  0.7119 | 1.1685  0.6719 |   362 min |  1.21 s | 286310,13640 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2468  0.7124 | 1.0682  0.7188 |   363 min |  1.21 s | 286315,13660 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2668  0.7071 | 1.5085  0.7188 |   363 min |  1.21 s | 286320,13680 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2718  0.7057 | 1.2059  0.7031 |   364 min |  1.21 s | 286325,13700 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2705  0.7075 | 1.4264  0.7188 |   364 min |  1.21 s | 286330,13720 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2634  0.7101 | 0.8781  0.7656 |   365 min |  1.21 s | 286335,13740 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2726  0.7072 | 1.1871  0.7031 |   365 min |  1.21 s | 286340,13760 
0.0005  286.3 k   6.05  | 1.3720  0.6876 | 1.2629  0.7088 | 1.5060  0.7500 |   366 min |  1.21 s | 286345,13780 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2664  0.7094 | 2.0415  0.6250 |   366 min |  1.21 s | 286350,13800 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2035  0.7229 | 1.2451  0.6719 |   367 min |  1.21 s | 286355,13820 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2286  0.7171 | 1.1560  0.7500 |   367 min |  1.21 s | 286360,13840 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2248  0.7193 | 0.8318  0.8125 |   368 min |  1.21 s | 286365,13860 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2257  0.7188 | 1.2092  0.7656 |   369 min |  1.21 s | 286370,13880 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2376  0.7173 | 1.2911  0.6875 |   369 min |  1.21 s | 286375,13900 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2573  0.7118 | 1.0487  0.7656 |   370 min |  1.21 s | 286380,13920 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2407  0.7153 | 0.9836  0.7344 |   370 min |  1.21 s | 286385,13940 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2431  0.7142 | 1.3028  0.7031 |   371 min |  1.21 s | 286390,13960 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2472  0.7137 | 1.3892  0.7188 |   371 min |  1.21 s | 286395,13980 
0.0005  286.4 k   6.05  | 1.3720  0.6876 | 1.2590  0.7114 | 1.3092  0.6875 |   372 min |  1.21 s | 286400,14000 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2324  0.7089 | 0.9931  0.6875 |   373 min |  1.21 s | 286405,14020 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.3020  0.6927 | 1.3485  0.6875 |   374 min |  1.21 s | 286410,14040 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2819  0.7015 | 1.0729  0.7969 |   374 min |  1.21 s | 286415,14060 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2873  0.7045 | 1.4761  0.7031 |   375 min |  1.21 s | 286420,14080 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2872  0.7047 | 1.5541  0.6562 |   376 min |  1.21 s | 286425,14100 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2665  0.7060 | 0.8054  0.7812 |   376 min |  1.21 s | 286430,14120 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2746  0.7037 | 1.5662  0.6250 |   377 min |  1.21 s | 286435,14140 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2764  0.7039 | 1.7884  0.6250 |   377 min |  1.21 s | 286440,14160 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2626  0.7068 | 0.7973  0.8125 |   378 min |  1.21 s | 286445,14180 
0.0005  286.4 k   6.05  | 1.3603  0.6907 | 1.2621  0.7090 | 1.3228  0.7500 |   378 min |  1.21 s | 286450,14200 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2265  0.7245 | 1.4174  0.6719 |   379 min |  1.21 s | 286455,14220 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2397  0.7200 | 1.4490  0.6719 |   379 min |  1.21 s | 286460,14240 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2573  0.7150 | 1.2467  0.6250 |   380 min |  1.21 s | 286465,14260 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2634  0.7130 | 1.6580  0.6250 |   380 min |  1.21 s | 286470,14280 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2476  0.7165 | 1.4010  0.7031 |   381 min |  1.21 s | 286475,14300 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2474  0.7155 | 1.1455  0.7812 |   381 min |  1.21 s | 286480,14320 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2510  0.7145 | 0.9213  0.7344 |   382 min |  1.21 s | 286485,14340 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2492  0.7139 | 1.4039  0.6719 |   382 min |  1.21 s | 286490,14360 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2478  0.7144 | 0.9122  0.8125 |   383 min |  1.21 s | 286495,14380 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2418  0.7147 | 1.6512  0.6875 |   383 min |  1.21 s | 286500,14400 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2786  0.7130 | 1.2658  0.7031 |   384 min |  1.21 s | 286505,14420 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2647  0.7031 | 0.8605  0.8125 |   384 min |  1.21 s | 286510,14440 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2903  0.7042 | 1.2323  0.6875 |   385 min |  1.21 s | 286515,14460 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2689  0.7071 | 0.9477  0.7344 |   385 min |  1.21 s | 286520,14480 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2864  0.7071 | 1.3754  0.7031 |   386 min |  1.21 s | 286525,14500 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2856  0.7092 | 1.4335  0.6562 |   386 min |  1.21 s | 286530,14520 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2832  0.7095 | 0.9392  0.7656 |   387 min |  1.21 s | 286535,14540 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2711  0.7117 | 1.1673  0.7656 |   388 min |  1.21 s | 286540,14560 
0.0005  286.5 k   6.05  | 1.3603  0.6907 | 1.2653  0.7142 | 1.2527  0.7031 |   388 min |  1.21 s | 286545,14580 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2648  0.7140 | 1.1505  0.6875 |   389 min |  1.21 s | 286550,14600 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2582  0.7089 | 1.2729  0.7344 |   389 min |  1.21 s | 286555,14620 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.3213  0.7007 | 1.4866  0.6406 |   390 min |  1.21 s | 286560,14640 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.3113  0.7044 | 1.7995  0.6406 |   390 min |  1.21 s | 286565,14660 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2676  0.7067 | 1.3993  0.7031 |   391 min |  1.21 s | 286570,14680 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2824  0.7072 | 1.4512  0.6719 |   391 min |  1.21 s | 286575,14700 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2759  0.7082 | 1.1175  0.6875 |   392 min |  1.21 s | 286580,14720 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2713  0.7098 | 1.2741  0.7500 |   392 min |  1.21 s | 286585,14740 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2684  0.7098 | 1.2730  0.7500 |   393 min |  1.21 s | 286590,14760 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2713  0.7100 | 1.2949  0.6875 |   393 min |  1.21 s | 286595,14780 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2758  0.7094 | 1.7126  0.6562 |   394 min |  1.21 s | 286600,14800 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2327  0.7138 | 1.1741  0.7031 |   394 min |  1.21 s | 286605,14820 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.1905  0.7244 | 1.0286  0.7500 |   395 min |  1.21 s | 286610,14840 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2178  0.7222 | 1.1161  0.7344 |   395 min |  1.21 s | 286615,14860 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2549  0.7178 | 1.1092  0.7812 |   396 min |  1.21 s | 286620,14880 
0.0005  286.6 k   6.05  | 1.3603  0.6907 | 1.2541  0.7178 | 1.2135  0.7031 |   396 min |  1.21 s | 286625,14900 
0.0005  286.6 k   6.06  | 1.3603  0.6907 | 1.2462  0.7177 | 1.1052  0.7500 |   397 min |  1.21 s | 286630,14920 
0.0005  286.6 k   6.06  | 1.3603  0.6907 | 1.2628  0.7135 | 0.9153  0.7812 |   397 min |  1.21 s | 286635,14940 
0.0005  286.6 k   6.06  | 1.3603  0.6907 | 1.2669  0.7123 | 1.3137  0.6875 |   398 min |  1.21 s | 286640,14960 
0.0005  286.6 k   6.06  | 1.3603  0.6907 | 1.2628  0.7122 | 1.0362  0.7656 |   398 min |  1.21 s | 286645,14980 
0.0005  286.6 k   6.06  | 1.3603  0.6907 | 1.2602  0.7115 | 0.5466  0.8281 |   399 min |  1.21 s | 286650,15000 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.3009  0.7072 | 1.6447  0.6719 |   400 min |  1.21 s | 286655,15020 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2924  0.7171 | 1.2470  0.7188 |   400 min |  1.21 s | 286660,15040 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2563  0.7180 | 1.1920  0.7656 |   401 min |  1.21 s | 286665,15060 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2445  0.7184 | 1.4679  0.6719 |   401 min |  1.21 s | 286670,15080 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2725  0.7109 | 1.3926  0.7031 |   402 min |  1.21 s | 286675,15100 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2575  0.7122 | 1.1226  0.7188 |   402 min |  1.21 s | 286680,15120 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2527  0.7132 | 1.4076  0.7188 |   403 min |  1.21 s | 286685,15140 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2503  0.7137 | 1.1274  0.7500 |   403 min |  1.21 s | 286690,15160 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2539  0.7128 | 1.2041  0.6719 |   404 min |  1.21 s | 286695,15180 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2500  0.7125 | 1.0509  0.7812 |   404 min |  1.21 s | 286700,15200 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2256  0.7188 | 1.3436  0.6562 |   405 min |  1.21 s | 286705,15220 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.1974  0.7183 | 1.2528  0.6719 |   405 min |  1.21 s | 286710,15240 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2324  0.7111 | 0.8787  0.7500 |   406 min |  1.21 s | 286715,15260 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2186  0.7118 | 0.8622  0.7812 |   406 min |  1.21 s | 286720,15280 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2422  0.7093 | 1.1295  0.7500 |   407 min |  1.21 s | 286725,15300 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2373  0.7096 | 1.1763  0.7656 |   407 min |  1.21 s | 286730,15320 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2398  0.7101 | 0.8335  0.8125 |   408 min |  1.21 s | 286735,15340 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2407  0.7107 | 1.3308  0.7031 |   408 min |  1.21 s | 286740,15360 
0.0005  286.7 k   6.06  | 1.3603  0.6907 | 1.2358  0.7126 | 0.8368  0.7969 |   409 min |  1.21 s | 286745,15380 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2376  0.7117 | 1.2928  0.6875 |   409 min |  1.21 s | 286750,15400 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2185  0.7015 | 1.5677  0.6406 |   410 min |  1.21 s | 286755,15420 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2412  0.6979 | 1.0333  0.7500 |   411 min |  1.21 s | 286760,15440 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.3036  0.6891 | 1.5366  0.6250 |   411 min |  1.21 s | 286765,15460 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2717  0.6984 | 1.1636  0.7344 |   412 min |  1.21 s | 286770,15480 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2793  0.6968 | 1.2684  0.7656 |   412 min |  1.21 s | 286775,15500 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2719  0.6973 | 1.3141  0.6719 |   413 min |  1.21 s | 286780,15520 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2567  0.7041 | 1.0668  0.8125 |   413 min |  1.21 s | 286785,15540 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2588  0.7040 | 1.4286  0.6719 |   414 min |  1.21 s | 286790,15560 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2668  0.7016 | 1.4980  0.7188 |   414 min |  1.21 s | 286795,15580 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2589  0.7050 | 0.9240  0.7188 |   415 min |  1.21 s | 286800,15600 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2069  0.7204 | 1.1904  0.7500 |   415 min |  1.21 s | 286805,15620 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2605  0.7131 | 1.1851  0.6875 |   416 min |  1.21 s | 286810,15640 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2749  0.7066 | 1.5564  0.5781 |   416 min |  1.21 s | 286815,15660 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2861  0.7065 | 0.8881  0.8125 |   417 min |  1.21 s | 286820,15680 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2769  0.7082 | 1.5633  0.6406 |   417 min |  1.21 s | 286825,15700 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2733  0.7097 | 1.2702  0.6875 |   418 min |  1.21 s | 286830,15720 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2535  0.7113 | 0.9395  0.7812 |   418 min |  1.21 s | 286835,15740 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2536  0.7134 | 1.4937  0.6875 |   419 min |  1.21 s | 286840,15760 
0.0005  286.8 k   6.06  | 1.3603  0.6907 | 1.2478  0.7139 | 1.1058  0.6875 |   419 min |  1.21 s | 286845,15780 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2506  0.7146 | 1.6630  0.6562 |   420 min |  1.21 s | 286850,15800 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2771  0.7039 | 1.1190  0.7500 |   420 min |  1.21 s | 286855,15820 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2982  0.7043 | 1.3958  0.7188 |   421 min |  1.21 s | 286860,15840 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.3155  0.6997 | 1.5477  0.6406 |   422 min |  1.21 s | 286865,15860 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2959  0.7019 | 1.1558  0.7188 |   422 min |  1.21 s | 286870,15880 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2818  0.7068 | 1.1869  0.7188 |   423 min |  1.21 s | 286875,15900 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2911  0.7054 | 1.3221  0.7344 |   423 min |  1.21 s | 286880,15920 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2749  0.7103 | 1.4263  0.7188 |   424 min |  1.21 s | 286885,15940 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2782  0.7084 | 1.1252  0.7031 |   424 min |  1.21 s | 286890,15960 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2785  0.7082 | 1.3851  0.6875 |   425 min |  1.21 s | 286895,15980 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2778  0.7092 | 1.6056  0.5781 |   425 min |  1.21 s | 286900,16000 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2645  0.7138 | 1.0206  0.7188 |   426 min |  1.21 s | 286905,16020 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2413  0.7127 | 1.4389  0.6875 |   426 min |  1.21 s | 286910,16040 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2896  0.7039 | 1.3729  0.6406 |   427 min |  1.21 s | 286915,16060 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2825  0.7043 | 1.2977  0.6875 |   427 min |  1.21 s | 286920,16080 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2808  0.7027 | 1.3590  0.6719 |   428 min |  1.21 s | 286925,16100 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2645  0.7061 | 1.1185  0.7500 |   428 min |  1.21 s | 286930,16120 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2599  0.7075 | 1.1326  0.7031 |   429 min |  1.21 s | 286935,16140 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2648  0.7060 | 1.3341  0.7031 |   429 min |  1.21 s | 286940,16160 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2572  0.7090 | 1.2734  0.7500 |   430 min |  1.21 s | 286945,16180 
0.0005  286.9 k   6.06  | 1.3603  0.6907 | 1.2546  0.7090 | 1.0493  0.7500 |   430 min |  1.21 s | 286950,16200 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2983  0.7130 | 1.7940  0.6875 |   431 min |  1.21 s | 286955,16220 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.3013  0.7043 | 1.4951  0.7188 |   431 min |  1.21 s | 286960,16240 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2723  0.7042 | 1.1833  0.6562 |   432 min |  1.21 s | 286965,16260 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2823  0.7043 | 1.4351  0.6406 |   432 min |  1.21 s | 286970,16280 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2591  0.7115 | 1.2814  0.7188 |   433 min |  1.21 s | 286975,16300 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2651  0.7092 | 1.6165  0.6406 |   434 min |  1.21 s | 286980,16320 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2718  0.7062 | 1.5186  0.6719 |   434 min |  1.21 s | 286985,16340 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2807  0.7045 | 1.3834  0.6250 |   435 min |  1.21 s | 286990,16360 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2871  0.7038 | 1.5483  0.6562 |   435 min |  1.21 s | 286995,16380 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2927  0.7032 | 1.3749  0.6406 |   436 min |  1.21 s | 287000,16400 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2557  0.7105 | 1.0731  0.7500 |   436 min |  1.21 s | 287005,16420 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2746  0.7107 | 0.9317  0.7812 |   437 min |  1.21 s | 287010,16440 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2582  0.7095 | 1.4894  0.6406 |   437 min |  1.21 s | 287015,16460 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2462  0.7089 | 1.0307  0.7344 |   438 min |  1.21 s | 287020,16480 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2451  0.7099 | 1.0830  0.7344 |   438 min |  1.21 s | 287025,16500 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2656  0.7077 | 1.5055  0.6719 |   439 min |  1.21 s | 287030,16520 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2586  0.7098 | 1.2566  0.7188 |   439 min |  1.21 s | 287035,16540 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2585  0.7085 | 1.4817  0.6562 |   440 min |  1.21 s | 287040,16560 
0.0005  287.0 k   6.06  | 1.3603  0.6907 | 1.2534  0.7104 | 1.0594  0.7344 |   440 min |  1.21 s | 287045,16580 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2597  0.7077 | 1.3072  0.7344 |   441 min |  1.21 s | 287050,16600 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2457  0.7015 | 0.8809  0.8438 |   441 min |  1.21 s | 287055,16620 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2956  0.6971 | 1.4841  0.6406 |   442 min |  1.21 s | 287060,16640 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2749  0.7015 | 1.2543  0.7188 |   442 min |  1.21 s | 287065,16660 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2709  0.7037 | 1.8848  0.5781 |   443 min |  1.21 s | 287070,16680 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2724  0.7045 | 1.5416  0.6250 |   444 min |  1.21 s | 287075,16700 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2838  0.7039 | 1.3888  0.7031 |   444 min |  1.21 s | 287080,16720 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2764  0.7066 | 1.2900  0.6875 |   445 min |  1.21 s | 287085,16740 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2718  0.7069 | 1.5378  0.5781 |   445 min |  1.21 s | 287090,16760 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2755  0.7060 | 1.5080  0.7188 |   446 min |  1.21 s | 287095,16780 
0.0005  287.1 k   6.06  | 1.3603  0.6907 | 1.2695  0.7074 | 1.3664  0.6719 |   446 min |  1.21 s | 287100,16800 
0.0005  287.1 k   6.07  | 1.3603  0.6907 | 1.3542  0.6891 | 1.4766  0.6719 |   447 min |  1.21 s | 287105,16820 
0.0005  287.1 k   6.07  | 1.3603  0.6907 | 1.2352  0.7071 | 0.9565  0.7812 |   447 min |  1.21 s | 287110,16840 
0.0005  287.1 k   6.07  | 1.3603  0.6907 | 1.2340  0.7121 | 1.4186  0.6875 |   448 min |  1.21 s | 287115,16860 
0.0005  287.1 k   6.07  | 1.3603  0.6907 | 1.2454  0.7146 | 1.4340  0.7031 |   448 min |  1.21 s | 287120,16880 
0.0005  287.1 k   6.07  | 1.3603  0.6907 | 1.2341  0.7128 | 0.9624  0.7656 |   449 min |  1.21 s | 287125,16900 
0.0005  287.1 k   6.07  | 1.3603  0.6907 | 1.2392  0.7098 | 0.9775  0.7188 |   449 min |  1.21 s | 287130,16920 
